Season (Which subfolder to put file in, . for show's root folder, .. for downloads folder root)	Filename (Revision3 messed up some filenames, this column is used to fix that)	Download Name (Filename that the downloader spit out, useful when downloading from youtube)	Download Link	MD5	SHA256
.	threat-wire--0041--is-microsofts-backdoor-open-to-the-nsa.mp4	Is Microsoft's Backdoor Open to the NSA - Threat Wire-uhqqb1k1SsM.mp4	https://www.youtube.com/watch?v=uhqqb1k1SsM	b1d3386185355596a5993f8464e01ff2	dcc58e38e0f75131a14e34899a943772112753098f006fc59679fd69d8ff38f0
.	threat-wire--0042--the-black-budget-leaked.mp4	The Black Budget Leaked - Threat Wire-rsbgbNn3bRM.mp4	https://www.youtube.com/watch?v=rsbgbNn3bRM	f101abcd616df2712737872935b3f8d4	dedeeaaf2c120e272029c437c929980576efc98d7029cb6d205cf454c29ca6b1
.	threat-wire--0043--nsa-weakening-crypto-standards.mp4	NSA Weakening Crypto Standards! - Threat Wire-vFv-_7oW7Os.mp4	https://www.youtube.com/watch?v=vFv-_7oW7Os	d164be40c6c6fef4b50ee4a572a89bf0	780a925591f23a9f5dcd16fe569dc7052adddcd81a9aaacd5321734e98cfa9ab
.	threat-wire--0044--apples-touch-id-raises-security-questions.mp4	Apple's Touch ID Raises Security Questions - Threat Wire-2EV7BcE88FU.mp4	https://www.youtube.com/watch?v=2EV7BcE88FU	0dca625df3b4383d86a9ee1ad65d7a28	380544260f0dd112dce2c208ebee90eeb807f6ec4e052edd8f6094c36dfac30f
.	threat-wire--0045--iphones-get-hacked.mp4	iPhones Get Hacked-WW9bYbKut5c.mp4	https://www.youtube.com/watch?v=WW9bYbKut5c	00cc3b139f3be01529a53f090e01c99d	84ea55503c8a8dd7a557d578fcf4a6ff430e786361f3f8dcdc346295424de56c
.	threat-wire--0046--identity-theft-service-hacks-business-aggregators.mp4	Identity Theft Service Hacks Business Aggregators - Threat Wire-x4cXgE_NwO4.mp4	https://www.youtube.com/watch?v=x4cXgE_NwO4	485af23f0bab7cbd2d0c79e2d57a56fa	de7dda0193c2127ad3a71cc6586577eafcf79271d739a23d27dea53ad2ee2a6e
.	threat-wire--0047--the-fbi-shuts-down-silk-road.mp4	The FBI Shuts Down Silk Road! - Threat Wire-CsfMFUdS1-Y.mp4	https://www.youtube.com/watch?v=CsfMFUdS1-Y	93e4219cddefab7b803f8b95494fff06	cd7f6bceeb262f152736fef594023864e1683bd8ed7f559c5127ec00bb30b3a6
.	threat-wire--0048--hackers-could-potentially-control-power-stations.mp4	Hackers Could Potentially Control Power Stations- Threat Wire-dai7cJkwQIA.mp4	https://www.youtube.com/watch?v=dai7cJkwQIA	89afd19f6ba2c454d1fd81436ee0958f	a34a5de1330cee8323f95e732cbfde53282edcdef9840403a7bec9131713c175
.	threat-wire--0049--apple-can-read-your-imessages.mp4	Apple Can Read Your iMessages - Threat Wire-CTRG2bBf_B4.mp4	https://www.youtube.com/watch?v=CTRG2bBf_B4	e6426e4bec1e6bb4a77aee549bac723d	144ce466950242c9adeaa8a250aeaa99d0aa63f99f9f2917ef9a9cf091b34e54
.	threat-wire--0050--call-yourself-a-hacker-and-lose-fourth-amendment-rights.mp4	Call Yourself a Hacker and Lose Fourth Amendment Rights-kzAZfPs8NcY.mp4	https://www.youtube.com/watch?v=kzAZfPs8NcY	340335cbdc4485e1ed8653b05af94643	f3a35ac6d78746a4270eece247f5b353c36563ee7aa862a8624f2016e12185f7
.	threat-wire--0051--feb-3-2014-ccc-vs-germany-aaron-swartz-documentary.mp4	Threat Wire - Feb 3 2014-qRkKrYTKuCs.mp4	https://www.youtube.com/watch?v=qRkKrYTKuCs	9f8b851c2e89b5c2fb523cf0359c9077	d515f51ede6edd6996ccec95d3d0e4dd791355b431960bef745baeb5e252c05c
.	threat-wire--0052--feb-6-2014-the-day-we-fight-back.mp4	ThreatWire - Feb 6 2014-6pSxqupsQeY.mp4	https://www.youtube.com/watch?v=6pSxqupsQeY	e48f7b216ff795d4dd491a2f6c81e2f3	03b9c21e0daf10e5b0eab5a98d72a93b2640828574d2f240b0770c84297b4d21
.	threat-wire--0053--feb-7-2014-russia-bans-bitcoin-nbc-hacking-fail.mp4	ThreatWire - Feb 7 2014-Xeghmj0B2wI.mp4	https://www.youtube.com/watch?v=Xeghmj0B2wI	f6f408acc80f2d3b88d68e80158e3abe	56c881d01077d35075495f7f38e7b5d4ce44d0d67463a3a9982451294d2bd3b9
.	threat-wire--0054--march-13-2014-drones-vs-the-faa.mp4	ThreatWire -- March 13 2014 - Drones vs. The FAA-WfZbfGT_20E.mp4	https://www.youtube.com/watch?v=WfZbfGT_20E	0f0d69b1b05a356cbf6680eacd1fb038	fc8b4c5bacb67fdc57ced33fcf083b8e91f1d238783960f509910833d01175f7
.	threat-wire--0055a--threatwire-is-back-security-privacy-and-internet-freedom.mp4	ThreatWire is back! Security, Privacy and Internet Freedom!-J8pis4vgwp4.mp4	https://www.youtube.com/watch?v=J8pis4vgwp4	e3d2f70bc8b6b9fcd50951f57349a1d8	2467c306d1d63a32e02a1eeb659abdcd3d16c3481d8069a1fa98be8e4abe0865
.	threat-wire--0055b--tesla-hacked-ios-ssl-exploits-phishing-on-the-rise.mp4	Tesla Hacked, iOS SSL Exploits, Phishing on the Rise - ThreatWire 55-dLTHuJYpff8.mp4	https://www.youtube.com/watch?v=dLTHuJYpff8	4dbe207152d48dabe5134064872b03d4	be6c702dfb5a6a49d50a5b8c255f76791524d0d6dc67fdf0c3f4e1b167b1f4ca
